,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Safety Index
2534,BIHAR,SITAMARHI,2014,11,188,29,0,0,242,0,91.96666666666667
2535,BIHAR,SIWAN,2014,17,152,64,7,0,50,0,92.66
2536,BIHAR,SUPAUL,2014,32,90,22,0,0,83,0,95.03333333333333
2537,BIHAR,VAISHALI,2014,28,226,66,0,0,139,0,89.72666666666667
2538,BIHAR,ECONOMIC OFFENCES UNIT,2014,0,0,0,0,0,0,0,100.0
2539,BIHAR,ANTI TERRORIST SQUAD,2014,0,0,0,0,0,0,0,100.0
2540,BIHAR,TOTAL,2014,1127,4735,1373,572,69,4672,5,-160.85333333333335
2541,CHHATTISGARH,BALOD,2014,34,18,4,62,3,23,0,96.59333333333333
2542,CHHATTISGARH,BALODBAZAR,2014,40,113,8,95,6,32,0,92.92666666666668
2543,CHHATTISGARH,BALRAMPUR,2014,111,14,5,62,1,39,0,93.50666666666667
2544,CHHATTISGARH,BEMETARA,2014,41,23,3,56,0,19,0,96.4
2545,CHHATTISGARH,BILASPUR,2014,94,156,13,211,5,75,0,86.86
2546,CHHATTISGARH,BIZAPUR,2014,6,8,0,2,0,2,0,99.49333333333334
2547,CHHATTISGARH,DANTEWARA,2014,11,6,0,9,0,6,0,99.17999999999999
2548,CHHATTISGARH,DHAMTARI,2014,36,19,3,49,6,9,0,96.83333333333334
2549,CHHATTISGARH,DURG,2014,84,150,12,254,12,172,0,85.85333333333332
2550,CHHATTISGARH,GARIYABAND,2014,42,13,3,31,3,14,0,97.12
2551,CHHATTISGARH,G. R. P. RAIPUR,2014,0,1,1,8,0,4,0,99.75333333333333
2552,CHHATTISGARH,JAGDALPUR,2014,32,31,1,42,0,20,0,96.88666666666666
2553,CHHATTISGARH,JANJGIR,2014,64,106,20,141,7,90,0,90.43333333333334
2554,CHHATTISGARH,JASHPUR,2014,86,33,0,48,0,11,0,94.64666666666666
2555,CHHATTISGARH,KABIRDHAM,2014,39,54,6,84,2,14,0,95.0
2556,CHHATTISGARH,KANKER,2014,40,31,5,37,2,25,0,96.47333333333334
2557,CHHATTISGARH,KONDAGAON,2014,21,15,1,16,0,8,0,98.35333333333332
2558,CHHATTISGARH,KORBA,2014,68,36,6,83,4,51,0,94.06666666666666
2559,CHHATTISGARH,KORIYA,2014,58,62,2,74,1,59,0,94.07333333333334
2560,CHHATTISGARH,MAHASAMUND,2014,44,65,10,99,4,28,0,93.95333333333333
2561,CHHATTISGARH,MUNGELI,2014,10,32,6,38,15,14,0,97.49333333333333
2562,CHHATTISGARH,NARAYANPUR,2014,7,5,0,6,0,1,0,99.46
2563,CHHATTISGARH,RAIGARH,2014,121,49,7,140,1,46,0,90.5
2564,CHHATTISGARH,RAIPUR,2014,141,179,3,224,4,96,0,84.31333333333333
2565,CHHATTISGARH,RAJNANDGAON,2014,57,93,4,100,3,33,0,92.84666666666666
2566,CHHATTISGARH,SARGUJA,2014,94,11,4,76,0,23,0,94.14
2567,CHHATTISGARH,SUKMA,2014,5,5,0,5,0,3,0,99.54666666666667
2568,CHHATTISGARH,SURAJPUR,2014,50,65,1,70,0,47,0,94.52
2569,CHHATTISGARH,TOTAL,2014,1436,1393,128,2122,79,964,0,-48.773333333333326
2570,GOA,NORTH GOA,2014,55,55,0,146,40,11,0,92.80666666666667
2571,GOA,SOUTH GOA,2014,37,31,0,53,17,23,0,96.25333333333333
2572,GOA,CID,2014,3,0,0,3,0,1,0,99.81333333333333
2573,GOA,TOTAL,2014,95,86,0,202,57,35,0,88.87333333333333
2574,GUJARAT,AHMEDABAD CITY,2014,100,261,11,162,3,802,0,80.04666666666667
2575,GUJARAT,AHMEDABAD RURAL,2014,18,80,0,31,0,142,0,95.58
2576,GUJARAT,AMRELI,2014,7,65,0,21,1,139,0,96.62666666666667
2577,GUJARAT,ANAND,2014,12,71,0,21,5,117,0,96.35999999999999
2578,GUJARAT,ARVALLI,2014,5,37,0,19,2,69,0,97.94666666666666
2579,GUJARAT,BANASKANTHA,2014,56,105,0,90,2,295,0,91.16666666666667
2580,GUJARAT,BHARUCH,2014,42,45,0,49,0,63,0,95.72
2581,GUJARAT,BHAVNAGAR,2014,17,97,0,39,36,155,0,94.44
2582,GUJARAT,BOTAD,2014,11,25,0,11,0,39,0,98.41333333333333
2583,GUJARAT,CHHOTAUDEPUR,2014,15,38,0,11,0,21,0,98.02666666666667
2584,GUJARAT,CID CRIME,2014,0,0,0,0,0,0,0,100.0
2585,GUJARAT,DAHOD,2014,27,95,0,28,0,133,0,94.94
2586,GUJARAT,DANG,2014,4,2,1,6,4,26,0,99.40666666666667
2587,GUJARAT,DEVBHUMI DWARKA,2014,3,13,0,14,0,131,0,98.38
2588,GUJARAT,GANDHINAGAR,2014,17,65,0,22,2,152,0,96.10666666666667
2589,GUJARAT,GIR SOMNATH,2014,17,29,1,30,2,125,0,97.05333333333334
2590,GUJARAT,JAMNAGAR,2014,34,56,1,26,1,230,0,95.04666666666667
2591,GUJARAT,JUNAGADH,2014,21,64,0,42,0,297,0,94.63333333333333
2592,GUJARAT,KACHCHH EAST(G),2014,31,39,0,34,2,159,0,95.95333333333332
2593,GUJARAT,KACHCHH WEST(B),2014,18,26,0,27,3,203,0,96.65333333333334
2594,GUJARAT,KHEDA,2014,12,78,0,29,0,86,0,96.28666666666666
2595,GUJARAT,MAHISAGAR,2014,10,22,0,15,0,96,0,98.07333333333334
2596,GUJARAT,MEHSANA,2014,6,92,0,42,0,270,0,94.66666666666667
2597,GUJARAT,MORBI,2014,9,22,3,17,1,92,0,97.98666666666668
2598,GUJARAT,NARMADA,2014,8,15,0,21,0,15,0,98.75999999999999
2599,GUJARAT,NAVSARI,2014,15,32,0,19,0,69,0,97.70666666666668
2600,GUJARAT,PANCHMAHAL,2014,24,66,0,28,0,106,0,96.01333333333332
2601,GUJARAT,PATAN,2014,25,48,1,51,0,138,0,95.74666666666667
2602,GUJARAT,PORBANDAR,2014,8,17,1,18,1,93,0,98.2
2603,GUJARAT,RAJKOT CITY,2014,17,69,0,31,5,301,0,94.78666666666668
2604,GUJARAT,RAJKOT RURAL,2014,30,61,1,36,1,234,0,94.84666666666668
2605,GUJARAT,SABARKANTHA,2014,10,34,0,33,1,131,0,97.14666666666666
2606,GUJARAT,SURAT CITY,2014,94,120,2,70,0,405,0,88.87333333333333
2607,GUJARAT,SURAT RURAL,2014,21,35,0,34,0,90,0,96.94666666666666
2608,GUJARAT,SURENDRANAGAR,2014,22,37,0,36,0,89,0,96.82000000000001
2609,GUJARAT,TAPI,2014,15,10,0,9,89,20,0,97.63333333333334
2610,GUJARAT,VADODARA CITY,2014,23,75,1,109,8,306,0,92.72
2611,GUJARAT,VADODARA RURAL,2014,11,62,0,36,3,67,0,96.7
2612,GUJARAT,VALSAD,2014,26,76,0,27,0,83,0,95.84
2613,GUJARAT,W.RLY AHMEDABAD,2014,0,0,0,6,0,2,0,99.86666666666666
2614,GUJARAT,W.RLY VADODARA,2014,0,3,0,2,1,0,0,99.86666666666666
2615,GUJARAT,TOTAL,2014,841,2187,23,1352,173,5991,0,-62.01333333333334
2616,HARYANA,AMBALA RURAL,2014,25,58,9,17,0,52,0,96.46666666666667
2617,HARYANA,AMBALA URBAN,2014,31,86,8,23,1,111,0,94.98666666666666
2618,HARYANA,BHIWANI,2014,44,83,12,99,1,119,0,92.84
2619,HARYANA,FARIDABAD,2014,101,272,20,94,16,302,0,83.93333333333332
2620,HARYANA,FATEHABAD,2014,27,33,7,56,2,154,0,95.63333333333333
2621,HARYANA,G.R.P.,2014,1,4,8,17,1,0,0,99.23333333333333
2622,HARYANA,GURGAON,2014,117,260,19,155,13,277,0,82.63333333333334
2623,HARYANA,HISSAR,2014,55,62,14,91,1,323,0,91.69333333333334
2624,HARYANA,JHAJJAR,2014,56,17,25,47,7,125,0,94.60666666666667
2625,HARYANA,JIND,2014,23,67,12,67,0,120,0,94.75333333333333
2626,HARYANA,KAITHAL,2014,33,77,10,58,0,116,0,94.36
2627,HARYANA,KARNAL,2014,100,186,17,95,3,223,0,87.04666666666667
2628,HARYANA,KURUKSHETRA,2014,35,57,6,59,7,100,0,94.94
2629,HARYANA,MAHENDRAGARH,2014,24,59,15,78,7,78,0,94.79333333333332
2630,HARYANA,MEWAT,2014,85,30,5,86,1,106,0,93.19333333333333
2631,HARYANA,PALWAL,2014,49,72,16,96,0,193,0,92.38
2632,HARYANA,PANCHKULA,2014,36,90,5,30,3,73,0,94.86666666666666
2633,HARYANA,PANIPAT,2014,64,92,18,97,0,227,0,90.93333333333334
2634,HARYANA,REWARI,2014,41,83,11,65,35,105,0,93.31333333333333
2635,HARYANA,ROHTAK,2014,68,19,16,98,0,168,0,93.16000000000001
2636,HARYANA,SIRSA,2014,49,65,5,86,2,174,0,93.23333333333335
2637,HARYANA,SONIPAT,2014,60,68,28,98,2,162,0,91.78666666666666
2638,HARYANA,YAMUNANAGAR,2014,50,82,7,76,0,170,0,92.92666666666668
2639,HARYANA,IRRIGATION & POWER,2014,0,0,0,0,0,0,0,100.0
2640,HARYANA,TOTAL,2014,1174,1922,293,1688,102,3478,0,-66.28666666666668
2641,HIMACHAL PRADESH,BADDI,2014,9,10,0,15,1,19,0,98.93333333333332
2642,HIMACHAL PRADESH,BILASPUR,2014,15,43,0,72,0,25,0,96.64666666666668
2643,HIMACHAL PRADESH,CHAMBA,2014,23,19,0,27,1,9,0,97.96
2644,HIMACHAL PRADESH,CID,2014,1,0,0,0,0,0,0,99.96000000000001
2645,HIMACHAL PRADESH,G.R.P.,2014,0,0,0,0,0,0,0,100.0
2646,HIMACHAL PRADESH,HAMIRPUR,2014,13,13,0,32,14,27,0,98.12666666666667
2647,HIMACHAL PRADESH,KANGRA,2014,43,26,0,79,15,46,0,95.5
2648,HIMACHAL PRADESH,KINNAUR,2014,10,3,0,5,1,3,0,99.38666666666666
2649,HIMACHAL PRADESH,KULLU,2014,16,4,0,35,0,21,0,98.41333333333333
2650,HIMACHAL PRADESH,LAHAUL-SPITI,2014,0,1,0,0,0,0,0,99.97333333333333
2651,HIMACHAL PRADESH,MANDI,2014,47,33,0,101,15,50,0,94.68666666666667
2652,HIMACHAL PRADESH,SHIMLA,2014,39,32,0,64,10,27,0,95.99333333333334
2653,HIMACHAL PRADESH,SIRMAUR,2014,28,15,0,46,2,24,0,97.37333333333333
2654,HIMACHAL PRADESH,SOLAN,2014,16,18,0,31,0,12,0,98.17999999999999
2655,HIMACHAL PRADESH,UNA,2014,23,10,1,31,1,62,0,97.73333333333333
2656,HIMACHAL PRADESH,TOTAL,2014,283,227,1,538,60,325,0,68.86666666666667
2657,JAMMU & KASHMIR,ANANTNAG,2014,19,62,0,123,0,9,0,95.06666666666666
2658,JAMMU & KASHMIR,AWANTIPORA,2014,6,19,0,19,0,1,0,98.86666666666667
2659,JAMMU & KASHMIR,BANDIPORA,2014,4,37,0,53,5,4,0,97.69999999999999
2660,JAMMU & KASHMIR,BARAMULLA,2014,10,54,0,83,18,11,0,96.18666666666667
2661,JAMMU & KASHMIR,BUDGAM,2014,9,46,0,30,6,3,0,97.71333333333332
2662,JAMMU & KASHMIR,CRIME JAMMU,2014,0,0,0,0,0,0,0,100.0
2663,JAMMU & KASHMIR,CRIME SRINAGAR,2014,1,0,0,0,0,0,0,99.96000000000001
2664,JAMMU & KASHMIR,DODA,2014,23,16,0,60,8,14,0,97.25333333333333
2665,JAMMU & KASHMIR,GANDERBAL,2014,0,20,0,54,0,3,0,98.36666666666666
2666,JAMMU & KASHMIR,HANDWARA,2014,3,24,0,80,0,2,0,97.62666666666667
2667,JAMMU & KASHMIR,JAMMU,2014,68,60,4,81,52,159,0,92.17333333333332
2668,JAMMU & KASHMIR,KARGIL,2014,2,2,0,0,0,0,0,99.86666666666666
2669,JAMMU & KASHMIR,KATHUA,2014,18,33,1,43,15,21,0,97.16666666666667
2670,JAMMU & KASHMIR,KISHTWAR,2014,6,18,0,23,0,9,0,98.75999999999999
2671,JAMMU & KASHMIR,KULGAM,2014,7,39,0,171,13,0,0,95.08666666666667
2672,JAMMU & KASHMIR,KUPWARA,2014,8,42,0,61,12,8,0,97.12666666666667
2673,JAMMU & KASHMIR,LEH,2014,6,1,0,3,0,0,0,99.67333333333332
2674,JAMMU & KASHMIR,POONCH,2014,13,36,0,42,8,25,0,97.40666666666667
2675,JAMMU & KASHMIR,PULWAMA,2014,7,20,0,20,6,1,0,98.69999999999999
2676,JAMMU & KASHMIR,RAILWAYS JAMMU,2014,0,0,0,1,2,0,0,99.95333333333333
2677,JAMMU & KASHMIR,RAILWAYS KASHMIR,2014,0,0,0,2,0,0,0,99.96000000000001
2678,JAMMU & KASHMIR,RAILWAYS KATRA,2014,0,0,0,0,1,0,0,99.98666666666666
2679,JAMMU & KASHMIR,RAJOURI,2014,39,60,0,65,17,71,0,94.84
2680,JAMMU & KASHMIR,RAMBAN,2014,8,23,0,25,14,12,0,98.3
2681,JAMMU & KASHMIR,REASI,2014,16,26,0,18,3,16,0,98.16000000000001
2682,JAMMU & KASHMIR,SAMBA,2014,7,12,0,10,0,8,0,99.14666666666668
2683,JAMMU & KASHMIR,SHOPIAN,2014,1,37,0,30,0,2,0,98.36
2684,JAMMU & KASHMIR,SOPORE,2014,8,40,0,83,0,7,0,96.90666666666667
2685,JAMMU & KASHMIR,SRINAGAR,2014,12,68,0,218,44,63,0,92.34
2686,JAMMU & KASHMIR,UDHAMPUR,2014,30,18,0,23,13,18,0,97.56666666666666
2687,JAMMU & KASHMIR,TOTAL,2014,331,813,5,1421,237,467,0,30.220000000000002
2688,JHARKHAND,BOKARO,2014,63,97,18,0,0,187,0,93.04666666666665
2689,JHARKHAND,CHAIBASA,2014,54,22,2,22,0,19,0,96.62
2690,JHARKHAND,CHATRA,2014,18,31,62,19,8,24,0,95.74
2691,JHARKHAND,DEOGHAR,2014,25,63,28,21,0,138,0,95.04666666666667
2692,JHARKHAND,DHANBAD,2014,54,148,28,54,0,99,0,91.22
2693,JHARKHAND,DHANBAD RAILWAY,2014,0,4,2,6,0,0,0,99.70666666666666
2694,JHARKHAND,DUMKA,2014,39,16,11,9,4,55,0,97.04666666666667
2695,JHARKHAND,GARHWA,2014,50,82,25,19,0,45,0,94.3
2696,JHARKHAND,GIRIDIH,2014,58,0,40,39,0,176,0,94.39333333333335
2697,JHARKHAND,GODDA,2014,34,17,3,0,0,57,0,97.70666666666668
2698,JHARKHAND,GUMLA,2014,67,40,1,15,0,24,0,95.76
2699,JHARKHAND,HAZARIBAGH,2014,52,26,23,50,0,37,0,95.21333333333332
2700,JHARKHAND,JAMSHEDPUR,2014,55,70,13,47,2,110,0,93.80000000000001
2701,JHARKHAND,JAMSHEDPUR RAILWAY,2014,0,3,0,2,0,0,0,99.88
2702,JHARKHAND,JAMTARA,2014,27,24,10,29,0,70,2,96.80666666666667
2703,JHARKHAND,KHUNTI,2014,7,8,2,3,0,11,0,99.30666666666667
2704,JHARKHAND,KODERMA,2014,15,15,16,0,0,39,0,98.20666666666666
2705,JHARKHAND,LATEHAR,2014,25,11,8,0,0,17,0,98.32666666666667
2706,JHARKHAND,LOHARDAGGA,2014,43,19,2,5,0,24,0,97.44666666666667
2707,JHARKHAND,PAKUR,2014,55,11,1,12,0,91,0,96.62666666666667
2708,JHARKHAND,PALAMU,2014,44,23,19,15,0,42,0,96.41333333333334
2709,JHARKHAND,RAMGARH,2014,48,29,11,20,2,34,0,96.28666666666666
2710,JHARKHAND,RANCHI,2014,75,76,13,1,2,48,0,94.17333333333333
2711,JHARKHAND,SAHEBGANJ,2014,87,40,4,20,0,75,0,94.42
2712,JHARKHAND,SARAIKELA,2014,31,7,7,27,0,27,0,97.62
2713,JHARKHAND,SIMDEGA,2014,24,3,1,5,0,13,0,98.74000000000001
2714,JHARKHAND,TOTAL,2014,1050,885,350,440,18,1462,2,3.8533333333333353
2715,KARNATAKA,BAGALKOT,2014,22,17,4,96,1,53,0,96.24666666666667
2716,KARNATAKA,BENGALURU CITY,2014,104,618,57,680,57,490,0,59.833333333333336
2717,KARNATAKA,BENGALURU DISTRICT,2014,60,69,22,135,0,97,0,91.67999999999999
2718,KARNATAKA,BELAGAVI DISTRICT,2014,59,23,4,233,4,162,0,91.1
2719,KARNATAKA,BALLARI,2014,48,13,12,121,0,72,0,94.43333333333334
2720,KARNATAKA,BIDAR,2014,33,42,10,82,11,106,0,94.73333333333332
2721,KARNATAKA,VIJAYAPURA,2014,45,14,7,127,0,122,0,94.24
2722,KARNATAKA,CHIKKABALLAPURA,2014,36,13,10,106,8,26,0,95.48
2723,KARNATAKA,CHAMARAJNAGAR,2014,11,18,5,92,1,15,0,96.96
2724,KARNATAKA,CHICKMAGALUR,2014,30,8,5,172,2,110,0,94.22
2725,KARNATAKA,CHITRADURGA,2014,24,24,17,241,5,77,0,92.43333333333334
2726,KARNATAKA,DAKSHIN KANNADA,2014,40,6,1,70,4,32,0,96.53999999999999
2727,KARNATAKA,DAVANAGERE,2014,40,53,9,211,2,87,0,91.86
2728,KARNATAKA,DHARWAD,2014,23,6,3,32,0,15,0,98.08
2729,KARNATAKA,GADAG,2014,15,9,2,31,0,22,0,98.32666666666667
2730,KARNATAKA,KALABURGI,2014,53,37,14,145,11,127,0,92.53333333333333
2731,KARNATAKA,HASSAN,2014,63,43,11,251,0,103,0,90.25999999999999
2732,KARNATAKA,HAVERI,2014,40,12,10,94,3,44,0,95.53333333333333
2733,KARNATAKA,HUBBALLI DHARWAD CITY,2014,21,28,7,31,3,39,0,97.25999999999999
2734,KARNATAKA,K.G.F.,2014,20,8,1,21,1,14,0,98.42666666666666
2735,KARNATAKA,KODAGU,2014,25,6,1,60,5,40,0,97.27333333333334
2736,KARNATAKA,KOLAR,2014,32,6,8,67,0,21,0,96.81333333333333
2737,KARNATAKA,KOPPAL,2014,28,31,4,34,0,50,0,96.90666666666667
2738,KARNATAKA,MANDYA,2014,36,61,11,278,12,143,0,89.89333333333333
2739,KARNATAKA,MANGALORE CITY,2014,25,10,1,72,2,56,0,96.86
2740,KARNATAKA,MYSURU CITY,2014,41,23,3,87,4,51,0,95.51333333333334
2741,KARNATAKA,MYSURU DISTRICT,2014,41,49,20,201,5,107,0,91.58666666666667
2742,KARNATAKA,RAICHUR,2014,55,30,5,198,4,134,0,91.92666666666666
2743,KARNATAKA,K.RAILWAYS,2014,1,0,1,9,0,2,0,99.73333333333332
2744,KARNATAKA,RAMANAGAR,2014,43,45,12,142,0,60,0,93.44
2745,KARNATAKA,SHIMOGA,2014,58,47,8,404,7,228,0,86.46666666666667
2746,KARNATAKA,TUMAKURU,2014,36,27,15,242,8,87,0,91.81333333333333
2747,KARNATAKA,UDUPI,2014,28,2,3,111,1,57,0,96.11333333333333
2748,KARNATAKA,UTTAR KANNADA,2014,25,22,0,154,6,56,0,94.88
2749,KARNATAKA,YADGIRI,2014,41,21,2,148,0,48,0,94.45333333333335
2750,KARNATAKA,BELAGAVI CITY,2014,22,16,8,85,3,72,0,96.20666666666666
2751,KARNATAKA,TOTAL,2014,1324,1457,313,5263,170,3025,0,-129.94
2752,KERALA,ALAPUZHA,2014,61,7,0,245,10,261,0,90.60000000000001
2753,KERALA,ERNAKULAM COMMR.,2014,64,1,0,158,18,166,0,92.90666666666667
2754,KERALA,ERNAKULAM RURAL,2014,71,6,0,224,37,169,0,90.9
2755,KERALA,IDUKKI,2014,71,7,2,186,12,160,0,91.96
2756,KERALA,KANNUR,2014,59,6,1,222,10,330,0,90.67333333333335
2757,KERALA,KASARGOD,2014,59,7,0,123,4,210,0,93.53999999999999
2758,KERALA,KOLLAM COMMR.,2014,78,8,1,287,13,296,0,88.74666666666667
2759,KERALA,KOLLAM RURAL,2014,81,15,2,240,7,276,0,89.56
2760,KERALA,KOTTAYAM,2014,75,9,0,204,19,182,0,91.21333333333332
2761,KERALA,KOZHIKODE COMMR.,2014,35,2,1,107,9,184,0,95.02666666666667
2762,KERALA,KOZHIKODE RURAL,2014,52,7,0,226,5,307,0,91.1
2763,KERALA,MALAPPURAM,2014,103,3,1,346,10,590,0,84.78
2764,KERALA,PALAKKAD,2014,88,14,7,182,12,450,0,89.07333333333334
2765,KERALA,PATHANAMTHITTA,2014,63,11,0,163,8,118,0,93.03333333333333
2766,KERALA,RAILWAYS,2014,0,1,0,74,10,0,0,98.36
2767,KERALA,THRISSUR COMMR.,2014,38,0,0,109,11,130,0,95.28666666666666
2768,KERALA,THRISSUR RURAL,2014,94,9,2,298,22,468,0,86.56
2769,KERALA,TRIVANDRUM COMMR.,2014,56,8,2,254,15,134,0,91.30666666666667
2770,KERALA,TRIVANDRUM RURAL,2014,122,11,6,581,22,387,0,80.13333333333334
2771,KERALA,WAYANADU,2014,75,11,0,134,3,99,0,93.32666666666667
2772,KERALA,CRIME BRANCH,2014,2,0,3,4,0,2,0,99.72666666666667
2773,KERALA,TOTAL,2014,1347,143,28,4367,257,4919,0,-82.18666666666667
2774,MADHYA PRADESH,AGAR,2014,28,12,2,56,8,44,0,96.97333333333333
2775,MADHYA PRADESH,ALIRAJPUR,2014,17,15,0,15,0,10,0,98.55333333333334
2776,MADHYA PRADESH,ANUPPUR,2014,70,83,7,121,0,114,0,91.57333333333334
2777,MADHYA PRADESH,ASHOK NAGAR,2014,76,38,12,171,1,82,0,91.56666666666666
2778,MADHYA PRADESH,BALAGHAT,2014,131,155,12,178,3,107,0,85.91333333333333
2779,MADHYA PRADESH,BARWANI,2014,68,23,4,92,4,16,0,94.53333333333333
2780,MADHYA PRADESH,BETUL,2014,164,152,9,417,27,379,0,77.86
2781,MADHYA PRADESH,BHIND,2014,78,106,30,142,0,86,0,89.64
2782,MADHYA PRADESH,BHOPAL,2014,223,294,20,343,18,348,0,73.15333333333334
2783,MADHYA PRADESH,BHOPAL RAILWAY,2014,3,14,0,19,1,4,0,99.08666666666667
2784,MADHYA PRADESH,BURHANPUR,2014,46,17,5,90,5,48,0,95.35333333333334
2785,MADHYA PRADESH,CHHATARPUR,2014,78,147,22,232,0,74,0,87.09333333333333
2786,MADHYA PRADESH,CHHINDWARA,2014,205,213,9,241,36,185,0,79.28666666666666
2787,MADHYA PRADESH,DAMOH,2014,46,97,31,137,0,68,0,91.34666666666666
2788,MADHYA PRADESH,DATIA,2014,34,53,14,88,0,57,0,94.62
2789,MADHYA PRADESH,DEWAS,2014,121,73,10,216,7,145,0,87.5
2790,MADHYA PRADESH,DHAR,2014,138,265,15,244,16,85,0,81.25333333333333
2791,MADHYA PRADESH,DINDORI,2014,91,57,4,162,2,119,0,90.64666666666668
2792,MADHYA PRADESH,GUNA,2014,123,93,12,168,8,92,0,88.11999999999999
2793,MADHYA PRADESH,GWALIOR,2014,158,146,36,364,21,441,0,78.08666666666667
2794,MADHYA PRADESH,HARDA,2014,47,68,5,82,2,28,0,94.28666666666666
2795,MADHYA PRADESH,HOSHANGABAD,2014,102,80,6,183,12,121,0,88.96000000000001
2796,MADHYA PRADESH,INDORE,2014,261,340,37,411,34,254,0,68.89333333333333
2797,MADHYA PRADESH,INDORE RAILWAY,2014,4,2,0,9,0,0,0,99.60666666666667
2798,MADHYA PRADESH,JABALPUR,2014,194,304,34,374,43,315,0,72.84666666666666
2799,MADHYA PRADESH,JABALPUR RAILWAY,2014,4,6,0,21,2,0,0,99.23333333333333
2800,MADHYA PRADESH,JHABUA,2014,52,87,0,98,0,22,0,93.49333333333334
2801,MADHYA PRADESH,KATNI,2014,93,114,18,178,4,65,0,88.59333333333333
2802,MADHYA PRADESH,KHANDWA,2014,84,101,6,270,17,103,0,87.43333333333334
2803,MADHYA PRADESH,KHARGONE,2014,118,116,43,247,0,74,0,85.32
2804,MADHYA PRADESH,MANDLA,2014,64,131,6,99,1,76,0,91.24666666666667
2805,MADHYA PRADESH,MANDSAUR,2014,90,86,5,183,7,180,0,88.98666666666668
2806,MADHYA PRADESH,MORENA,2014,43,85,30,131,4,192,0,91.06
2807,MADHYA PRADESH,NARSINGHPUR,2014,113,53,20,165,2,145,0,89.10666666666668
2808,MADHYA PRADESH,NEEMUCH,2014,47,27,3,88,2,43,0,95.22666666666666
2809,MADHYA PRADESH,PANNA,2014,41,125,10,84,0,38,0,92.75999999999999
2810,MADHYA PRADESH,RAISEN,2014,161,69,5,225,8,76,0,86.44
2811,MADHYA PRADESH,RAJGARH,2014,94,97,5,235,7,134,0,87.8
2812,MADHYA PRADESH,RATLAM,2014,69,133,5,151,12,129,0,89.48666666666666
2813,MADHYA PRADESH,REWA,2014,110,202,36,169,1,90,0,85.02000000000001
2814,MADHYA PRADESH,SAGAR,2014,126,170,35,405,10,175,0,79.86000000000001
2815,MADHYA PRADESH,SATNA,2014,187,248,30,254,24,116,0,78.73333333333333
2816,MADHYA PRADESH,SEONI,2014,83,121,9,137,3,47,0,90.06
2817,MADHYA PRADESH,SHAHDOL,2014,122,121,16,272,3,336,0,83.64000000000001
2818,MADHYA PRADESH,SHAJAPUR,2014,68,31,7,139,0,130,0,92.57333333333334
2819,MADHYA PRADESH,SHEOPUR,2014,23,22,5,57,4,37,0,96.88666666666666
2820,MADHYA PRADESH,SHIVPURI,2014,101,123,11,269,4,111,0,86.14000000000001
2821,MADHYA PRADESH,SIDHI,2014,40,72,14,100,3,68,0,93.52000000000001
2822,MADHYA PRADESH,SEHORE,2014,124,114,12,162,6,158,0,87.22666666666667
2823,MADHYA PRADESH,SINGRAULI,2014,88,94,17,97,1,105,0,90.75333333333333
2824,MADHYA PRADESH,TIKAMGARH,2014,92,65,15,133,6,42,0,91.06666666666668
2825,MADHYA PRADESH,UJJAIN,2014,126,96,11,282,29,285,0,84.10666666666668
2826,MADHYA PRADESH,UMARIA,2014,51,42,2,104,3,90,0,94.05333333333333
2827,MADHYA PRADESH,VIDISHA,2014,156,90,21,299,18,162,0,83.36
2828,MADHYA PRADESH,CYBER CELL,2014,0,0,0,0,0,0,0,100.0
2829,MADHYA PRADESH,TOTAL,2014,5076,5688,733,9609,429,6451,0,-520.06
2830,MAHARASHTRA,AHMEDNAGAR,2014,103,85,13,269,8,264,0,85.93333333333334
2831,MAHARASHTRA,AKOLA,2014,52,32,5,219,20,136,0,91.34666666666666
2832,MAHARASHTRA,AMRAVATI COMMR.,2014,27,24,1,132,12,108,0,94.72666666666667
2833,MAHARASHTRA,AMRAVATI RURAL,2014,103,59,8,415,17,213,0,84.09333333333333
2834,MAHARASHTRA,AURANGABAD COMMR.,2014,27,38,2,227,5,164,0,92.14
2835,MAHARASHTRA,AURANGABAD RURAL,2014,31,25,7,177,3,218,0,92.82666666666668
2836,MAHARASHTRA,BEED,2014,70,49,3,273,1,316,0,88.21333333333334
2837,MAHARASHTRA,BHANDARA,2014,28,18,3,73,14,40,0,96.38666666666667
2838,MAHARASHTRA,BULDHANA,2014,57,33,22,253,36,152,0,89.55333333333334
2839,MAHARASHTRA,CHANDRAPUR,2014,99,39,2,224,28,203,0,88.72666666666667
2840,MAHARASHTRA,DHULE,2014,35,40,11,98,5,207,0,93.75999999999999
2841,MAHARASHTRA,GADCHIROLI,2014,22,6,0,32,2,16,0,98.18666666666667
2842,MAHARASHTRA,GONDIA,2014,58,19,6,113,3,46,0,94.36666666666667
2843,MAHARASHTRA,HINGOLI,2014,24,16,4,80,0,83,0,96.32666666666667
2844,MAHARASHTRA,JALGAON,2014,66,76,1,347,34,374,0,85.41333333333334
2845,MAHARASHTRA,JALNA,2014,33,31,13,185,8,289,0,91.68666666666667
2846,MAHARASHTRA,KOLHAPUR,2014,84,47,8,176,7,150,0,90.50666666666666
2847,MAHARASHTRA,LATUR,2014,57,84,4,174,2,323,0,89.68666666666667
